1.995262314968882799e+08 8.864117119425426239e+00 2.201503214708003998e+09 1.826731322429522575e-01 2.610625609083039463e+08 1.159896112435275795e+00
2.156097230408892930e+08 8.258024847016526948e+00 2.338352969855099201e+09 1.825204637547337694e-01 2.803351887178625464e+08 1.159896112435275795e+00
2.329896792066359520e+08 7.688549305980822091e+00 2.483709574030930042e+09 1.823583050940314199e-01 3.010305949656370878e+08 1.159896112435275795e+00
2.517706059411634505e+08 7.164319596217669783e+00 2.638101829646014690e+09 1.821860663331212327e-01 3.232538145490092039e+08 1.158253894852068866e+00
2.720654332493505478e+08 6.670657275122708896e+00 2.802091410505209923e+09 1.820031208732156291e-01 3.471176364396210313e+08 1.156436713551539874e+00
2.939961942437972426e+08 6.216935061884242053e+00 2.976274905158102036e+09 1.818450688662139880e-01 3.727431761185344458e+08 1.156321196679543029e+00
3.176947589318308830e+08 5.788617820792453905e+00 3.161285987267888546e+09 1.816835725999263185e-01 4.002604902707099915e+08 1.156321196679543029e+00
3.433036271519136429e+08 5.395546666699971183e+00 3.357797720894829750e+09 1.815120374091660216e-01 4.298092368585761189e+08 1.154714088259895188e+00
3.709767854273882508e+08 5.023808821331889440e+00 3.566525009080452442e+09 1.813298392547099402e-01 4.615393839247242808e+08 1.152819957490540226e+00
4.008806328898464441e+08 4.682890988251319442e+00 3.788227194640673637e+09 1.811615506965955635e-01 4.956119707211071849e+08 1.152578614284540226e+00
4.331949818396894932e+08 4.360610567430218687e+00 4.023710822629335880e+09 1.809935094539279199e-01 5.321999250276793838e+08 1.152578614284540226e+00
4.681141389602958560e+08 4.064538906935300844e+00 4.273832574521729469e+09 1.808150224382266413e-01 5.714889408085958958e+08 1.150986200744830823e+00
5.058480736871321797e+08 3.785247776506737161e+00 4.539502384792959213e+09 1.806254403197644354e-01 6.136784206603298187e+08 1.148978053779867059e+00
5.466236807572385073e+08 3.528256892777609899e+00 4.821686751228656769e+09 1.804397161901384883e-01 6.589824878348584175e+08 1.146865970489496789e+00
5.906861445308142900e+08 3.286336017266667131e+00 5.121412251011382103e+09 1.802549859069488281e-01 7.076310729742614031e+08 1.144608295651889485e+00
6.383004132885944843e+08 3.063318363975073400e+00 5.439769275373575211e+09 1.800587724272533219e-01 7.598710810721737146e+08 1.142141071960501408e+00
6.897527923699864149e+08 2.853756316447409791e+00 5.777915996404027939e+09 1.798503619330481529e-01 8.159676445847593546e+08 1.139479591756375587e+00
7.453526657315336466e+08 2.660146774784298618e+00 6.137082580438860893e+09 1.795316612857200400e-01 8.762054690510829687e+08 1.136475828337393246e+00
8.054343562774641514e+08 2.478513740504572738e+00 6.518575663364881516e+09 1.790527055852581262e-01 9.408902780522961617e+08 1.133201319264449669e+00
8.703591361485183239e+08 2.310335938950590418e+00 6.923783104116957664e+09 1.785439770596208287e-01 1.010350364843152404e+09 1.129493100195143152e+00
9.405173990569571257e+08 2.152841483420834479e+00 7.354179033661674500e+09 1.780036249716354657e-01 1.084938258530877352e+09 1.125435482841389723e+00
1.016331007730031729e+09 2.006730582745065217e+00 7.811329217836167336e+09 1.772718394248802842e-01 1.165032513257661343e+09 1.116402296105571734e+00
1.098255830577131510e+09 1.870179056016858299e+00 8.296896753551082611e+09 1.760565601081449938e-01 1.251039629467388868e+09 1.104564678555094437e+00
1.186784482833627224e+09 1.743268854680604996e+00 8.812648119080982208e+09 1.747657366469273221e-01 1.343396117007560492e+09 1.088397946043919706e+00
1.282449288663946629e+09 1.624899405986218071e+00 9.360459600452676773e+09 1.733946730691266758e-01 1.442570710537213802e+09 1.069220064824917271e+00
1.385825482035084248e+09 1.514667109198215345e+00 9.942324117310100555e+09 1.718411740836156554e-01 1.549066748484683037e+09 1.045218047915758453e+00
1.497534665607370377e+09 1.412035079072660348e+00 1.056035847308886719e+10 1.694897447158932313e-01 1.663424727628979206e+09 1.017393433561239569e+00
1.618248548440967321e+09 1.316249916436413647e+00 1.121681105587528229e+10 1.669921458894717547e-01 1.786225046270111322e+09 9.855863561594823130e-01
1.748692984992900610e+09 1.227226996379468194e+00 1.191407001796649170e+10 1.643392914242811365e-01 1.918090949910607100e+09 9.501103355751394641e-01
1.889652339691211462e+09 1.143974063543632180e+00 1.265467196388748169e+10 1.615215303254881885e-01 2.059691694398416042e+09 9.044995135257030139e-01
2.041974203330475807e+09 1.066752699932323800e+00 1.344131117847267914e+10 1.566912642996946825e-01 2.211745942585003853e+09 8.496804707122075362e-01
2.206574489648448467e+09 9.943981826221429676e-01 1.427684942858323860e+10 1.515204561066192945e-01 2.375025411737664700e+09 8.005303283602330788e-01
2.384442942729629517e+09 9.274170674597275177e-01 1.516432637411773300e+10 1.460282203405989243e-01 2.550358790217549801e+09 7.562999713771104693e-01
2.576649088351855278e+09 8.645266116421709279e-01 1.610697062619251251e+10 1.401945764336458566e-01 2.738635943301799297e+09 7.117833483084514690e-01
2.784348665061453342e+09 8.064110217638126299e-01 1.710821149271929741e+10 1.339267495600308111e-01 2.940812429495366573e+09 6.669438358164517799e-01
3.008790573647115707e+09 7.517285509941845634e-01 1.817169145411190033e+10 1.272545552491357035e-01 3.157914350254105091e+09 6.267666843260962795e-01
3.251324386799788952e+09 7.012946761209897240e-01 1.930127941450632095e+10 1.201676042612393747e-01 3.391043557732800007e+09 5.925883251502563898e-01
3.513408464114261150e+09 6.537459550640156714e-01 2.050108477670335770e+10 1.126401145083062855e-01 3.641383246988881588e+09 5.587430366357964973e-01
3.796618721228186607e+09 6.099785219130269276e-01 2.177547239203727722e+10 1.070463093243395752e-01 3.910203961023892403e+09 5.260317196201883538e-01
4.102658105827190399e+09 5.686291710735309479e-01 2.312907843955680084e+10 1.022297760986766307e-01 4.198870039139722824e+09 4.958883473227243543e-01
4.433366837496027946e+09 5.306381548726800679e-01 2.456682729228837585e+10 9.711383772648157775e-02 4.508846541337102890e+09 4.706984056058530763e-01
4.790733472987430573e+09 4.946834864884341876e-01 2.609394943193810272e+10 9.167988259696129016e-02 4.841706683899358749e+09 4.443290573949876254e-01
5.176906863444903374e+09 4.616872533845333137e-01 2.771600047720755005e+10 8.708860722342465222e-02 5.199139823899160385e+09 4.171260314576805683e-01
5.594209075478088379e+09 4.304673978532573830e-01 2.943888139494706726e+10 8.324134859318296775e-02 5.582960033151804924e+09 3.914708688399198833e-01
6.045149353785448074e+09 4.017606671526854356e-01 3.126885996767286301e+10 7.915493682520427510e-02 5.995115305130342484e+09 3.705551794927647302e-01
6.532439209281704903e+09 3.746474491615825464e-01 3.321259359554875946e+10 7.481450569166546438e-02 6.437697441569847107e+09 3.491938548788030006e-01
7.059008723455189705e+09 3.496665006601536452e-01 3.527715351578188324e+10 7.093586875667191871e-02 6.912952668938516617e+09 3.286033976016429770e-01
7.628024166993456841e+09 3.261153827288924001e-01 3.747005052754552460e+10 6.796700669394252492e-02 7.423293038656804085e+09 3.082749148128824390e-01
8.242907038618223190e+09 3.043743738548527200e-01 3.979926231601161957e+10 6.481359434591914270e-02 7.971308668923952103e+09 2.908398327473361022e-01
8.907354638610458374e+09 2.839150296164927867e-01 4.227326247489997101e+10 6.146415970511815569e-02 8.559780890282570839e+09 2.734667308651184126e-01
9.625362300734540939e+09 2.649899443086217166e-01 4.490105133312622070e+10 5.820595162213899887e-02 9.191696361638618469e+09 2.586828920931737996e-01
1.040124741624239540e+10 2.472128438248253068e-01 4.769218869769284058e+10 5.567107822346027690e-02 9.870262228379451752e+09 2.433921476549147089e-01
1.123967539441426086e+10 2.307365358211792838e-01 5.065682863194521332e+10 5.297863212553638457e-02 1.059892239952178764e+10 2.289478604823891039e-01
1.214568771573756981e+10 2.152881121821883514e-01 5.380575639570914459e+10 5.011881830051331810e-02 1.138137502650005913e+10 2.143644738788039739e-01
1.312473224640710068e+10 2.009411070141093880e-01 5.715042768170301056e+10 4.720226344072024627e-02 1.222159127230554199e+10 2.024522668326345365e-01
1.418269599642990494e+10 1.875137292200138028e-01 6.070301029095900726e+10 4.517726499438453475e-02 1.312383546623431778e+10 1.901210773197646586e-01
1.532594051830759239e+10 1.750188898614854771e-01 6.447642839887242126e+10 4.302638867528327249e-02 1.409268674653512955e+10 1.791531756193061875e-01
1.656134015915084076e+10 1.633464753850903950e-01 6.848440957291545868e+10 4.074180966810300730e-02 1.513306230079950714e+10 1.677812805619077474e-01
1.789632339623553848e+10 1.524626667548709957e-01 7.274153471306169128e+10 3.831521675167305629e-02 1.625024232204587936e+10 1.580926931976690819e-01
1.933891750455232239e+10 1.423140465747584904e-01 7.726329109660926819e+10 3.667255675298655010e-02 1.744989680715579605e+10 1.479798364574792802e-01
2.089779682493606949e+10 1.328320662423853604e-01 8.206612872036962891e+10 3.496966651044248336e-02 1.873811433367290878e+10 1.395056153422977174e-01
2.258233492301242447e+10 1.240068601266842013e-01 8.716752014520211792e+10 3.316092127246716287e-02 2.012143296101403046e+10 1.305973864778685323e-01
2.440266095259381866e+10 1.157446292382194181e-01 9.258602406059730530e+10 3.123974088505090604e-02 2.160687341292477417e+10 1.232654599042619370e-01
2.636972056243908691e+10 1.080690232656586480e-01 9.834135280056257629e+10 2.979790478185899774e-02 2.320197470958987045e+10 1.154826590030832018e-01
2.849534171260987473e+10 1.008684216869620009e-01 1.044544440564279938e+11 2.840883515211856461e-02 2.491483243024079514e+10 1.088679614378171429e-01
3.079230579617864227e+10 9.419150566823696058e-02 1.109475370474564362e+11 2.693341823138076935e-02 2.675413980045466614e+10 1.018007193341011196e-01
3.327442449394423294e+10 8.791505438466325206e-02 1.178442534263746033e+11 2.536628650278163408e-02 2.872923181267226410e+10 9.599168882374156664e-02
3.595662282428340912e+10 8.210592819515824536e-02 1.251696832141432648e+11 2.412810973193016406e-02 3.085013260386093521e+10 8.975381366185095078e-02
3.885502888751949310e+10 7.663405299298918505e-02 1.329504760766088104e+11 2.303266596038555311e-02 3.312760633077567291e+10 8.475068246190027577e-02
4.198707084443905640e+10 7.157910119856343567e-02 1.412149382750829773e+11 2.186912725674556440e-02 3.557321180102474213e+10 7.939630779692442852e-02
4.537158171209626770e+10 6.680784276029688717e-02 1.499931356435656433e+11 2.063326070655358696e-02 3.819936113720839691e+10 7.484985046930547892e-02
4.902891260703591919e+10 6.240842106113099474e-02 1.593170029672340698e+11 1.957267470149030852e-02 4.101938277186522675e+10 7.002080226341644842e-02
5.298105511687490082e+10 5.824736615866334816e-02 1.692204601601072998e+11 1.868519528459913412e-02 4.404758909294568634e+10 6.605125307901747733e-02
5.725177353606079102e+10 5.441783259714295939e-02 1.797395356645512085e+11 1.774254840754329807e-02 4.729934908313014221e+10 6.188556865107032456e-02
6.186674776094436646e+10 5.078912699717549190e-02 1.909124975215281677e+11 1.674130475286148695e-02 5.079116632165688324e+10 5.830599082091088292e-02
6.685372770339624023e+10 4.745431747628722774e-02 2.027799925884417114e+11 1.583315031001290146e-02 5.454076274454075623e+10 5.456736814962983434e-02
7.224270015145898438e+10 4.429446054648942394e-02 2.153851944110239563e+11 1.513535908235387299e-02 5.856716858828860474e+10 5.135017840909800180e-02
7.806606908037051392e+10 4.138485828886268036e-02 2.287739602872371216e+11 1.439419178419408529e-02 6.289081897360073090e+10 4.802184575576733810e-02
8.435885049817181396e+10 3.863283271207671593e-02 2.429949980945755920e+11 1.360695207396663345e-02 6.753365761924700928e+10 4.522101686959818789e-02
9.115888299750837708e+10 3.609380614915266156e-02 2.581000434876706848e+11 1.284012016697699821e-02 7.251924821249591064e+10 4.236973871123327073e-02
9.850705527967703247e+10 3.369659959087908246e-02 2.741440481108604736e+11 1.226602908133273342e-02 7.787289400132788086e+10 3.986134730877188143e-02
1.064475520190234680e+11 3.148059601432952326e-02 2.911853795104051514e+11 1.165625136848866782e-02 8.362176621540208435e+10 3.730567540815688671e-02
1.150281195460765533e+11 2.939214295665167065e-02 3.092860334736555786e+11 1.100856867774610906e-02 8.979504196754421997e+10 3.510263501169575556e-02
1.243003529469795990e+11 2.745776427385544782e-02 3.285118595676228638e+11 1.034205702638307627e-02 9.642405233564494324e+10 3.289931210860493060e-02
1.343200063055413971e+11 2.563802877841473218e-02 3.489328006974798584e+11 9.877116331454183565e-03 1.035424413765270233e+11 3.096343176067255232e-02
1.451473279534172058e+11 2.394922867475416176e-02 3.706231475564890137e+11 9.383274011565616995e-03 1.111863368788153076e+11 2.903725629647145243e-02
1.568474227442594299e+11 2.236340906150775798e-02 3.936618088930225830e+11 8.858733485057848633e-03 1.193945337214344482e+11 2.730612969911415389e-02
1.694906435302190247e+11 2.088879558848217438e-02 4.181325985779325562e+11 8.301586491233647197e-03 1.282086907683241425e+11 2.558698139453317519e-02
1.831530141947402954e+11 1.950663482776401891e-02 4.441245405165657349e+11 7.923512564218575249e-03 1.376735422986689758e+11 2.406627345557006692e-02
1.979166867853557434e+11 1.821886432363674715e-02 4.717321925147343750e+11 7.536618106523966000e-03 1.478371250457091675e+11 2.258928377210869809e-02
2.138704354952270203e+11 1.701405216835710776e-02 5.010559902768040771e+11 7.125673530960098707e-03 1.587510219964170532e+11 2.122653267748950828e-02
2.311101904637507629e+11 1.588930275213691276e-02 5.322026127873943481e+11 6.689183835057928643e-03 1.704706241893889160e+11 1.988608567841082878e-02
2.497396146059802246e+11 1.483895651237856009e-02 5.652853704059241943e+11 6.365783046049322200e-03 1.830554118396533508e+11 1.867985009384423578e-02
2.698707269393477478e+11 1.385647093420687599e-02 6.004246170858527832e+11 6.060305798994799348e-03 1.965692562171712341e+11 1.753111548741470224e-02
2.916245761557606201e+11 1.294068508920446711e-02 6.377481882183100586e+11 5.735839487475968834e-03 2.110807438111581421e+11 1.646789656697171533e-02
3.151319684892704468e+11 1.208237271263090488e-02 6.773918656929073486e+11 5.391203714023981228e-03 2.266635244254420776e+11 1.544790242520277870e-02
3.405342542559948730e+11 1.128382911067212467e-02 7.194998718676807861e+11 5.112567021101207740e-03 2.433966849715398560e+11 1.449095724828764788e-02
3.679841777957680664e+11 1.053392055074701787e-02 7.642253942451342773e+11 4.866016409698863295e-03 2.613651508565600586e+11 1.357544889475175223e-02
3.976467959262419434e+11 9.837548319211091366e-03 8.117311427631999512e+11 4.604139729010622850e-03 2.806601170030726929e+11 1.273017100491811993e-02
4.297004704320834961e+11 9.182294809307187805e-03 8.621899417285012207e+11 4.325984280527936550e-03 3.013795106885091553e+11 1.194882467369077356e-02
4.643379405571855469e+11 8.574977074686523579e-03 9.157853585453125000e+11 4.084188171962170079e-03 3.236284885531163940e+11 1.120804140216829711e-02
5.017674819487233887e+11 8.002389137546635917e-03 9.727123715275957031e+11 3.882653928335557964e-03 3.475199702989227295e+11 1.051437755184538372e-02
5.422141590218721313e+11 7.472707061605257661e-03 1.033178079223484009e+12 3.668591921083725477e-03 3.731752117883850098e+11 9.851809008127187725e-03
5.859211782756383057e+11 6.972327541309304190e-03 1.097402453832827148e+12 3.441223399863150602e-03 4.007244204513495483e+11 9.236741042499668417e-03
6.331513506973245850e+11 6.510338507293944761e-03 1.165619141458587891e+12 3.234802850900668665e-03 4.303074161236861572e+11 8.643435254672583029e-03
6.841886720490889893e+11 6.073044758485665433e-03 1.238076312103474121e+12 3.081484472225629479e-03 4.620743406715440674e+11 8.095360076026403284e-03
7.393400305388843994e+11 5.670090010961839969e-03 1.315037562504033691e+12 2.918635522602032115e-03 4.961864200027423706e+11 7.569768414669406607e-03
7.989370521440312500e+11 5.287947436381146803e-03 1.396782875086630371e+12 2.745663563058197906e-03 5.328167823327473755e+11 7.099957737002737107e-03
8.633380946833828125e+11 4.936459274573488758e-03 1.483609636534087158e+12 2.576843475029178421e-03 5.721513368581373291e+11 6.649668138484443602e-03
9.329304026284696045e+11 4.603104461769430208e-03 1.575833719668335693e+12 2.455903877644082575e-03 6.143897172970725098e+11 6.258744926600062417e-03
1.008132435610536133e+12 4.295928206084632939e-03 1.673790632585108887e+12 2.327446437823333953e-03 6.597462950855107422e+11 5.866854360150647492e-03
1.089396384624819214e+12 4.005144306305176947e-03 1.777836739221003418e+12 2.191003831744891238e-03 7.084512673713848877e+11 5.500442674268486883e-03
1.177210891062038330e+12 3.736706456949688820e-03 1.888350555793447998e+12 2.049757661855825495e-03 7.607518253286575928e+11 5.137630001894470493e-03
1.272103984916710449e+12 3.483075015913814076e-03 2.005734127829925781e+12 1.956597409288807297e-03 8.169134087207370605e+11 4.816681206554640320e-03
1.374646259839673828e+12 3.248508577494564099e-03 2.130414492795954346e+12 1.857646132812285382e-03 8.772210530805216064e+11 4.495800961616167220e-03
1.485454304126666504e+12 3.027305704952875688e-03 2.262845233643007324e+12 1.752543851028639556e-03 9.419808363443813477e+11 4.212796944002838995e-03
1.605194408273292236e+12 2.822360192204521282e-03 2.403508128927885742e+12 1.640908205390976746e-03 1.011521432282144165e+12 3.926358746810631149e-03
1.734586571390169434e+12 2.629466555263302360e-03 2.552914905506887695e+12 1.561436227095801179e-03 1.086195778607172119e+12 3.671606349811541280e-03
1.874408830568790527e+12 2.450428796522736378e-03 2.711609100180741699e+12 1.480687306808874375e-03 1.166382868232640625e+12 3.413561276507748841e-03
2.025501939230666504e+12 2.282251859415686951e-03 2.880168037063131348e+12 1.394918875355296260e-03 1.252489672765170898e+12 3.192010050696426557e-03
2.188774422590740723e+12 2.125877196109117635e-03 3.059204927866335449e+12 1.303818910081840391e-03 1.344953207998005371e+12 2.968307857600028642e-03
2.365208040633653809e+12 1.979283205626986876e-03 3.249371102744618652e+12 1.235895541064371134e-03 1.444242751886766602e+12 2.789302312896459191e-03
2.555863691451816406e+12 1.842735742310945210e-03 3.451358379811405762e+12 1.172585585333391208e-03 1.550862226264568604e+12 2.604597814692890135e-03
2.761887790442156250e+12 1.714990458659055184e-03 3.665901581950076660e+12 1.105340158655893990e-03 1.665352754384366943e+12 2.446178970571358767e-03
2.984519163719753906e+12 1.595791178223099956e-03 3.893781210074879395e+12 1.033914624443642120e-03 1.788295407268809082e+12 2.281003469936147051e-03
